Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,VIP
19.0,0.0,312.0,2.0,76.0,418.0,Francy Johnsby,3739_01,Earth,False,G/615/S,TRAPPIST-1e,False
29.0,0.0,0.0,0.0,0.0,0.0,Tabik Pulgaly,3741_01,Europa,True,B/117/P,TRAPPIST-1e,False
2.0,0.0,0.0,173.72916912197996,0.0,0.0,Luzel Hickett,3742_01,Earth,True,G/607/P,55 Cancri e,False
24.0,0.0,0.0,0.0,0.0,0.0,Paulia Hickett,3742_02,Earth,True,G/607/P,TRAPPIST-1e,False
19.0,0.0,827.0,5.0,55.0,0.0,Lyny Jenningley,3743_01,Earth,False,G/616/S,TRAPPIST-1e,False
34.0,0.0,490.0,869.0,0.0,0.0,Denuts Ropie,3744_01,Mars,False,E/249/S,PSO J318.5-22,True
19.0,224.687617481203,2.0,14.0,755.0,0.0,Ellena Mckinsond,3745_01,Earth,False,G/608/P,TRAPPIST-1e,False
39.0,0.0,2576.0,0.0,234.0,237.0,Achium Entratable,3747_01,Europa,False,B/118/P,TRAPPIST-1e,False
26.0,0.0,0.0,0.0,0.0,0.0,Lesat Brakebarne,3747_02,Europa,True,B/118/P,TRAPPIST-1e,False
53.0,0.0,3377.0,0.0,193.0,5563.0,Dsch Brakebarne,3747_03,Europa,missing,B/118/P,TRAPPIST-1e,False
18.0,0.0,0.0,0.0,0.0,0.0,Tabiton Ambleetive,3747_04,Europa,True,B/118/P,55 Cancri e,False
28.82793046746535,0.0,0.0,0.0,0.0,0.0,Pot Gin,3748_01,Mars,True,F/774/P,TRAPPIST-1e,False
45.0,0.0,0.0,0.0,0.0,0.0,Enibik Fordulgaug,3749_01,Europa,True,B/119/P,55 Cancri e,False
32.0,0.0,0.0,0.0,0.0,0.0,Gimpus Fordulgaug,3749_02,Europa,True,B/119/P,TRAPPIST-1e,False
18.0,64.0,0.0,3.0,3440.0,5.0,Antone Mayods,3750_01,Earth,False,F/775/P,TRAPPIST-1e,False
48.0,396.0,0.0,173.72916912197996,0.0,297.0,Leony Mayods,3750_02,Earth,False,G/610/P,TRAPPIST-1e,False
24.0,0.0,274.0,594.0,35.0,658.0,Ambert Ericksonga,3751_01,Earth,False,missing,TRAPPIST-1e,False
52.0,0.0,5.0,0.0,108.0,1788.0,Tarrak Femoused,3752_01,Europa,False,D/120/S,TRAPPIST-1e,False
55.0,0.0,519.0,131.0,63.0,3.0,missing,3753_01,Earth,False,F/776/P,55 Cancri e,False
43.0,0.0,0.0,0.0,0.0,304.8547912992357,Naomin Sterson,3754_01,Earth,True,G/611/P,TRAPPIST-1e,False
24.0,0.0,0.0,0.0,0.0,0.0,Stendy Gallencis,3755_01,Earth,True,missing,TRAPPIST-1e,False
8.0,0.0,0.0,0.0,0.0,0.0,missing,3755_02,Earth,True,G/612/P,PSO J318.5-22,False
18.0,224.687617481203,0.0,0.0,0.0,0.0,Blus Snoaf,3756_01,Mars,True,F/707/S,TRAPPIST-1e,False
38.0,0.0,0.0,0.0,0.0,0.0,Loresa Hubbarrison,3757_01,Earth,True,G/617/S,TRAPPIST-1e,False
18.0,381.0,4.0,0.0,0.0,368.0,Ianya Litthews,3758_01,Earth,False,G/618/S,TRAPPIST-1e,False
23.0,0.0,0.0,0.0,0.0,0.0,Oraine Litthews,3758_02,Earth,True,G/618/S,PSO J318.5-22,False
26.0,0.0,0.0,0.0,0.0,0.0,Elene Hendrys,3759_01,Earth,True,G/619/S,TRAPPIST-1e,False
21.0,0.0,0.0,0.0,0.0,0.0,Paulia Kennetty,3760_01,Earth,True,G/613/P,PSO J318.5-22,False
45.0,824.0,2196.0,385.0,19.0,1113.0,Nuscham Stingive,3761_01,missing,False,E/222/P,55 Cancri e,False
24.0,0.0,0.0,0.0,311.1387779083431,0.0,Jayrin Cle,3765_01,Mars,True,F/709/S,TRAPPIST-1e,False
44.0,0.0,280.0,112.0,0.0,9244.0,Sadaton Alenat,3767_01,Europa,False,B/146/S,55 Cancri e,False
20.0,0.0,0.0,717.0,0.0,0.0,Jonaye Rushing,3768_01,Earth,False,F/710/S,TRAPPIST-1e,False
47.0,1037.0,0.0,258.0,4.0,0.0,Guar Stead,3769_01,Mars,False,E/251/S,TRAPPIST-1e,False
16.0,0.0,0.0,0.0,311.1387779083431,0.0,Deandy Anthompson,3770_01,Earth,True,G/615/P,TRAPPIST-1e,False
28.0,80.0,828.0,0.0,4494.0,4269.0,Mesarid Pinoffent,3771_01,Europa,False,B/120/P,TRAPPIST-1e,False
8.0,0.0,0.0,0.0,0.0,0.0,Tarah Castron,3772_01,Earth,False,G/616/P,55 Cancri e,False
20.0,0.0,458.07720329024676,422.0,0.0,0.0,Tany Castron,3772_02,Earth,False,F/777/P,TRAPPIST-1e,False
22.0,2.0,257.0,348.0,2.0,0.0,Ivanna Prestonard,3773_01,Earth,False,F/711/S,PSO J318.5-22,False
42.0,55.0,0.0,1503.0,0.0,0.0,Joeula Prestonard,3773_02,Earth,False,F/711/S,TRAPPIST-1e,False
23.0,0.0,552.0,44.0,0.0,661.0,Wena Prestonard,3773_03,Earth,False,F/711/S,PSO J318.5-22,False
30.0,513.0,0.0,0.0,0.0,317.0,Wayney Willy,3774_01,Earth,False,F/778/P,TRAPPIST-1e,False
18.0,0.0,0.0,0.0,0.0,0.0,Nelly Willy,3774_02,Earth,True,G/617/P,TRAPPIST-1e,False
35.0,227.0,117.0,394.0,9.0,56.0,Dorah Willy,3774_03,Earth,False,F/778/P,TRAPPIST-1e,False
42.0,0.0,0.0,0.0,0.0,0.0,Coate Buche,3775_01,Mars,True,F/712/S,TRAPPIST-1e,False
46.0,0.0,0.0,0.0,0.0,304.8547912992357,Colax Killé,3775_02,Mars,True,F/712/S,TRAPPIST-1e,False
29.0,2.0,407.0,4509.0,1433.0,9.0,Sinon Gearitte,3776_01,Europa,False,C/134/S,TRAPPIST-1e,False
35.0,0.0,0.0,0.0,0.0,0.0,Mareson Clunic,3777_01,Europa,True,B/147/S,55 Cancri e,False
48.0,0.0,21.0,0.0,0.0,786.0,Geneen Morrencis,3778_01,Earth,False,F/713/S,TRAPPIST-1e,False
24.0,1.0,677.0,13.0,10.0,0.0,Ambert Tranciams,3779_01,Earth,False,F/714/S,TRAPPIST-1e,False
38.0,821.0,960.0,0.0,27.0,321.0,Sabit Spirfuent,3781_01,Europa,False,A/44/S,TRAPPIST-1e,False
51.0,183.0,0.0,1.0,0.0,1103.0,Hilly Wolffy,3783_01,Earth,False,F/780/P,55 Cancri e,False
77.0,0.0,458.07720329024676,131.0,3981.0,108.0,Ale Morrencis,3784_01,Earth,False,G/618/P,TRAPPIST-1e,False
22.0,0.0,0.0,0.0,0.0,0.0,Viviay Hanner,3785_01,Earth,True,G/619/P,TRAPPIST-1e,False
38.0,224.687617481203,0.0,1355.0,0.0,0.0,Fispot Birt,3786_01,Mars,False,E/252/S,TRAPPIST-1e,True
42.0,913.0,4.0,1.0,1465.0,0.0,Quan Birt,3786_02,Mars,False,D/121/S,TRAPPIST-1e,False
55.0,0.0,0.0,0.0,0.0,0.0,Sugard Prie,3787_01,Mars,True,F/716/S,TRAPPIST-1e,False
7.0,0.0,0.0,0.0,0.0,0.0,Smals Prie,3787_02,Mars,False,F/716/S,TRAPPIST-1e,False
28.82793046746535,132.0,75.0,849.0,0.0,0.0,Guls Prie,3787_03,Mars,False,D/122/S,TRAPPIST-1e,False
25.0,519.0,0.0,284.0,0.0,0.0,Pikes Sesa,3788_01,Mars,False,D/127/P,TRAPPIST-1e,False
15.0,0.0,0.0,0.0,0.0,0.0,Juane Popelazquez,3789_01,Earth,True,G/620/S,TRAPPIST-1e,False
13.0,0.0,458.07720329024676,0.0,311.1387779083431,0.0,Trick Meyersones,3790_01,missing,True,G/620/P,TRAPPIST-1e,False
23.0,0.0,0.0,0.0,0.0,0.0,Troyra Moodsey,3793_01,Earth,True,G/622/S,55 Cancri e,False
28.82793046746535,0.0,0.0,0.0,0.0,0.0,Muonus Clinarfork,3795_01,Europa,True,C/136/S,55 Cancri e,False
33.0,90.0,26830.0,0.0,27.0,703.0,Dhena Semageary,3796_01,Europa,False,B/121/P,55 Cancri e,False
26.0,0.0,0.0,0.0,0.0,0.0,Kleeiak Couseced,3797_01,Europa,False,B/122/P,TRAPPIST-1e,False
67.0,0.0,0.0,0.0,0.0,0.0,Castra Exibuctich,3798_01,Europa,True,E/253/S,TRAPPIST-1e,False
27.0,0.0,0.0,0.0,36.0,437.0,Mayne Leblanchez,3801_01,Earth,False,G/622/P,55 Cancri e,False
33.0,25.0,0.0,1376.0,604.0,0.0,Sts Welte,3803_01,Mars,False,F/782/P,TRAPPIST-1e,False
18.0,0.0,17.0,0.0,0.0,784.0,Vivia Harry,3804_01,Earth,False,F/783/P,TRAPPIST-1e,False
36.0,357.0,0.0,114.0,0.0,304.8547912992357,Frandy Pacerty,3805_01,Earth,False,F/784/P,TRAPPIST-1e,False
18.0,0.0,0.0,0.0,0.0,0.0,Benew Barnolaney,3807_01,Earth,True,G/623/S,TRAPPIST-1e,False
51.0,406.0,0.0,53.0,0.0,350.0,Tera Trankliney,3810_01,Earth,False,G/624/S,TRAPPIST-1e,False
54.0,0.0,0.0,0.0,0.0,0.0,Fisps Frasp,3811_01,Mars,True,F/786/P,TRAPPIST-1e,False
33.0,3361.0,0.0,13.0,15.0,0.0,Sters Frasp,3811_02,Mars,False,D/128/P,TRAPPIST-1e,False
18.0,14.0,651.0,11.0,17.0,304.8547912992357,Sonnie Floways,3812_01,Earth,False,F/717/S,TRAPPIST-1e,False
57.0,0.0,0.0,0.0,0.0,0.0,Etair Calazy,3814_01,Europa,True,D/129/P,TRAPPIST-1e,False
23.0,0.0,0.0,0.0,724.0,80.0,Tarah Patteraley,3815_01,Earth,False,F/787/P,TRAPPIST-1e,False
24.0,58.0,0.0,4.0,789.0,54.0,Scotte Carterson,3816_01,Earth,False,E/225/P,TRAPPIST-1e,False
20.0,984.0,1.0,921.0,0.0,304.8547912992357,Poselk Reste,3817_01,Mars,False,E/226/P,TRAPPIST-1e,False
32.0,0.0,600.0,80.0,0.0,18.0,Rankie Hoodgers,3818_01,Earth,False,missing,TRAPPIST-1e,False
21.0,0.0,0.0,0.0,0.0,0.0,Unchal Ecre,3820_01,Mars,True,F/790/P,TRAPPIST-1e,False
28.82793046746535,0.0,2.0,0.0,0.0,867.0,Violan Mcphernard,3821_01,Earth,False,missing,PSO J318.5-22,False
41.0,0.0,122.0,0.0,104.0,486.0,Lyny Mcinton,3822_01,Earth,False,F/718/S,PSO J318.5-22,False
27.0,1192.0,0.0,0.0,0.0,0.0,Crisp Spore,3823_01,Mars,False,F/719/S,TRAPPIST-1e,False
49.0,0.0,51.0,101.0,50.0,304.8547912992357,Byront Mclardson,3824_01,Earth,False,G/625/S,PSO J318.5-22,False
18.0,0.0,0.0,0.0,1565.0,224.0,Fanna Navages,3826_01,missing,False,G/626/S,TRAPPIST-1e,False
34.0,71.0,0.0,242.0,393.0,0.0,Racey Powery,3830_01,Earth,False,G/627/S,55 Cancri e,False
73.0,799.0,0.0,190.0,68.0,0.0,Pikes Nan,3831_01,Mars,False,D/123/S,TRAPPIST-1e,False
40.0,1387.0,614.0,1564.0,5.0,0.0,Bonyam Litthews,3832_01,Earth,False,G/627/P,TRAPPIST-1e,False
63.0,1.0,897.0,0.0,0.0,8.0,Berna Tersony,3835_01,Earth,False,E/255/S,PSO J318.5-22,False
21.0,1060.0,0.0,91.0,0.0,0.0,missing,3836_01,Mars,False,F/723/S,TRAPPIST-1e,False
21.0,28.0,580.0,0.0,0.0,236.0,Billya Estiagosen,3838_01,Earth,False,E/227/P,TRAPPIST-1e,False
23.0,418.0,4.0,627.0,0.0,0.0,Puffes Kine,3839_01,Mars,False,E/228/P,TRAPPIST-1e,False
31.0,1049.0,31.0,227.0,2.0,0.0,Goldch Kashe,3841_01,Mars,False,F/793/P,TRAPPIST-1e,False
41.0,312.0,89.0,44.0,0.0,252.0,Lynnee Vinston,3842_01,Earth,False,F/794/P,55 Cancri e,False
15.0,0.0,0.0,0.0,0.0,0.0,Tracia Hahnstonsen,3846_01,Earth,True,G/630/P,TRAPPIST-1e,False
36.0,90.0,2050.0,0.0,15.0,1244.0,Gatrino Reshory,3847_01,Europa,False,C/126/P,TRAPPIST-1e,False
24.0,4.0,314.0,0.0,0.0,428.0,Warry Jacostaney,3848_01,Earth,False,F/795/P,TRAPPIST-1e,False
27.0,0.0,253.0,0.0,79.0,421.0,Timmy Santry,3849_01,Earth,False,G/631/P,TRAPPIST-1e,False
24.0,38.0,257.0,0.0,54.0,4184.0,Keidhma Unteckery,3850_01,Europa,False,C/137/S,55 Cancri e,False
19.0,0.0,0.0,0.0,0.0,0.0,Astula Unteckery,3850_02,Europa,True,C/137/S,55 Cancri e,False
25.0,0.0,6130.0,0.0,36.0,1.0,Achib Unteckery,3850_03,Europa,False,C/137/S,TRAPPIST-1e,False
39.0,0.0,0.0,0.0,0.0,0.0,Alchium Unteckery,3850_04,Europa,True,C/137/S,55 Cancri e,False
15.0,0.0,0.0,0.0,0.0,0.0,Thallah Unteckery,3850_05,Europa,True,C/137/S,TRAPPIST-1e,False
31.0,0.0,1565.0,0.0,97.0,1678.0,Sabiark Unteckery,3850_06,Europa,False,C/137/S,TRAPPIST-1e,False
25.0,0.0,0.0,0.0,0.0,0.0,Azharga Chuble,3850_07,Europa,True,C/137/S,55 Cancri e,False
57.0,205.0,4415.0,0.0,1589.0,305.0,Alino Namsheary,3851_01,Europa,False,C/127/P,TRAPPIST-1e,False
28.82793046746535,0.0,0.0,0.0,0.0,0.0,Tive Tepie,3852_01,Mars,True,F/796/P,TRAPPIST-1e,False
18.0,16.0,6.0,735.0,0.0,0.0,Jeane Herreras,3853_01,Earth,False,F/725/S,PSO J318.5-22,False
33.0,0.0,0.0,0.0,0.0,0.0,Racey Carsoning,3854_01,Earth,True,G/632/P,TRAPPIST-1e,False
23.0,339.0,754.0,7.0,0.0,0.0,Ward Alvasquez,3856_01,Earth,False,F/726/S,missing,False
34.0,0.0,0.0,173.72916912197996,0.0,0.0,Eltard Dreamspric,3857_01,Europa,True,E/230/P,55 Cancri e,False
38.0,0.0,0.0,0.0,0.0,0.0,Rohs Paie,3862_01,Mars,True,F/729/S,55 Cancri e,False
21.0,2627.0,0.0,597.0,0.0,0.0,Blakes Ple,3862_02,Mars,False,E/256/S,TRAPPIST-1e,False
31.0,0.0,0.0,0.0,0.0,0.0,missing,3862_03,Mars,True,E/256/S,TRAPPIST-1e,False
13.0,974.0,0.0,1883.0,0.0,505.0,Herms Cako,3862_04,Mars,False,D/124/S,TRAPPIST-1e,False
54.0,149.0,981.0,215.0,0.0,0.0,Cherry Paie,3862_05,Mars,False,F/729/S,TRAPPIST-1e,False
13.0,1008.0,667.0,8.0,0.0,304.8547912992357,Bants Cako,3862_06,Mars,False,F/729/S,TRAPPIST-1e,False
18.0,12.0,458.07720329024676,1105.0,658.0,16.0,Chex Ple,3862_07,Mars,False,D/124/S,TRAPPIST-1e,False
28.82793046746535,0.0,0.0,0.0,0.0,0.0,Ionium Dertering,3864_01,Europa,True,D/125/S,TRAPPIST-1e,False
43.0,0.0,0.0,7.0,0.0,963.0,Lis Hendrys,3866_01,missing,False,F/797/P,TRAPPIST-1e,False
56.0,3.0,458.07720329024676,768.0,0.0,304.8547912992357,Tyle Guerson,3867_01,Earth,False,F/798/P,TRAPPIST-1e,False
63.0,1540.0,458.07720329024676,0.0,0.0,1.0,Brie Braymon,3868_01,Earth,False,F/731/S,TRAPPIST-1e,False
9.0,0.0,0.0,0.0,0.0,0.0,Thell Braymon,3868_02,Earth,False,G/630/S,TRAPPIST-1e,False
9.0,0.0,0.0,0.0,0.0,0.0,Joanry Braymon,3868_03,Earth,False,G/630/S,missing,False
0.0,0.0,0.0,0.0,0.0,0.0,Harrie Braymon,3868_04,Earth,False,G/630/S,TRAPPIST-1e,False
16.0,0.0,0.0,623.0,40.0,209.0,Darry Braymon,3868_05,Earth,False,F/731/S,55 Cancri e,False
42.0,0.0,0.0,0.0,0.0,0.0,Line Braymon,3868_06,Earth,True,G/630/S,TRAPPIST-1e,False
9.0,0.0,0.0,0.0,0.0,0.0,Hene Braymon,3868_07,Earth,True,G/630/S,TRAPPIST-1e,False
22.0,0.0,0.0,0.0,0.0,0.0,Izarino Gemoserad,3870_01,Europa,True,B/148/S,55 Cancri e,False
47.0,0.0,0.0,0.0,0.0,0.0,Megrezn Flourbent,3871_01,Europa,True,B/149/S,55 Cancri e,False
30.0,0.0,0.0,0.0,0.0,0.0,Cupers Quart,3872_01,Mars,True,F/799/P,TRAPPIST-1e,False
29.0,2478.0,0.0,31.0,4.0,11.0,Violey Pearsalason,3873_01,Earth,False,F/800/P,TRAPPIST-1e,False
28.82793046746535,86.0,218.0,0.0,0.0,479.0,Clindy Lambleyoun,3874_01,Earth,False,G/631/S,TRAPPIST-1e,False
22.0,158.0,1556.0,1189.0,845.0,96.0,Frandy Lambleyoun,3874_02,Earth,False,E/258/S,TRAPPIST-1e,False
19.0,0.0,0.0,3.0,785.0,0.0,Teremy Garzaley,3875_01,Earth,False,E/232/P,TRAPPIST-1e,False
31.0,796.0,0.0,70.0,595.0,0.0,Spies Nache,3879_01,Mars,False,F/801/P,55 Cancri e,False
17.0,0.0,0.0,0.0,0.0,0.0,Mergas Unreezy,3883_01,Europa,True,B/150/S,55 Cancri e,False
38.0,0.0,3060.0,0.0,4.0,2325.0,Mesarga Unreezy,3883_02,Europa,False,B/150/S,TRAPPIST-1e,False
13.0,0.0,0.0,0.0,311.1387779083431,0.0,Dira Unreezy,3883_03,Europa,True,B/150/S,55 Cancri e,False
36.0,0.0,0.0,0.0,0.0,0.0,Nicey Moreman,3886_01,Earth,True,G/633/P,PSO J318.5-22,False
0.0,0.0,0.0,0.0,0.0,0.0,missing,3888_01,Earth,False,G/633/S,missing,False
21.0,0.0,0.0,0.0,0.0,0.0,Dorie Weissey,3890_01,Earth,True,G/634/S,TRAPPIST-1e,False
18.0,0.0,525.0,0.0,0.0,84.0,Stald Vinozarks,3894_01,Earth,False,F/735/S,PSO J318.5-22,False
36.0,0.0,0.0,0.0,0.0,0.0,Wolous Anpie,3895_01,Mars,True,E/233/P,TRAPPIST-1e,False
27.0,847.0,458.07720329024676,4.0,0.0,1.0,Swal Anpie,3895_02,Mars,False,E/233/P,TRAPPIST-1e,False
5.0,0.0,0.0,0.0,0.0,0.0,Cranch Anpie,3895_03,Mars,False,E/233/P,TRAPPIST-1e,False
18.0,0.0,4387.0,0.0,2241.0,0.0,Ainoxa Preeldy,3896_01,missing,missing,C/140/S,55 Cancri e,False
25.0,0.0,0.0,0.0,0.0,0.0,Elson Peckers,3897_01,Earth,True,G/635/P,TRAPPIST-1e,False
14.0,0.0,0.0,0.0,0.0,0.0,Moniey Vinston,3898_01,Earth,True,G/636/S,TRAPPIST-1e,False
23.0,0.0,0.0,0.0,0.0,0.0,Kaffias Ingwhed,3899_01,Europa,True,E/234/P,TRAPPIST-1e,False
2.0,0.0,0.0,0.0,0.0,0.0,Glendy Doughan,3903_01,Earth,False,G/636/P,55 Cancri e,False
1.0,0.0,0.0,0.0,0.0,0.0,Anton Booness,3903_02,Earth,True,G/636/P,TRAPPIST-1e,False
7.0,0.0,0.0,0.0,311.1387779083431,0.0,missing,3903_03,Earth,True,G/636/P,55 Cancri e,False
6.0,0.0,0.0,0.0,0.0,0.0,Deanne Emenez,3903_04,Earth,False,G/636/P,PSO J318.5-22,False
56.0,967.0,0.0,0.0,3.0,0.0,Tricky Doughan,3903_05,Earth,False,F/804/P,TRAPPIST-1e,False
4.0,0.0,0.0,0.0,0.0,0.0,Iandy Doughan,3903_06,Earth,True,G/636/P,55 Cancri e,False
65.0,0.0,0.0,0.0,0.0,909.0,Joanie Charpelaney,3904_01,Earth,False,G/637/S,TRAPPIST-1e,False
36.0,0.0,0.0,0.0,0.0,0.0,Scotty Richan,3907_01,Earth,True,G/639/S,TRAPPIST-1e,False
25.0,0.0,0.0,0.0,0.0,0.0,Alcorix Scoudelle,3909_01,Europa,True,C/141/S,TRAPPIST-1e,False
41.0,6.0,1.0,11.0,1046.0,0.0,Billa Petermandez,3911_01,missing,False,F/736/S,TRAPPIST-1e,False
20.0,9.0,0.0,1462.0,94.0,54.0,France Pentss,3911_02,Earth,False,E/260/S,TRAPPIST-1e,False
18.0,0.0,0.0,0.0,0.0,0.0,missing,3911_03,Earth,True,G/640/S,PSO J318.5-22,False
15.0,309.0,28.0,496.0,20.0,49.0,Carona Cartiz,3912_01,Earth,False,F/737/S,TRAPPIST-1e,False
23.0,0.0,93.0,1.0,0.0,542.0,Catha Waterson,3913_01,Earth,False,F/738/S,missing,False
29.0,0.0,2.0,553.0,44.0,0.0,Ermank Waterson,3913_02,Earth,False,F/738/S,PSO J318.5-22,False
33.0,0.0,0.0,0.0,0.0,0.0,Leondy Mayods,3915_01,Earth,True,G/641/S,TRAPPIST-1e,False
14.0,2.0,881.0,0.0,578.0,214.0,Cellus Ciplanke,3916_01,Europa,False,D/128/S,TRAPPIST-1e,False
55.0,0.0,0.0,0.0,0.0,0.0,Alhenah Ciplanke,3916_02,Europa,True,D/128/S,55 Cancri e,False
30.0,0.0,690.0,0.0,49.0,2264.0,Shabih Esseal,3917_01,Europa,False,B/124/P,TRAPPIST-1e,False
21.0,0.0,0.0,173.72916912197996,65.0,480.0,Vina Blace,3919_01,Earth,False,F/806/P,TRAPPIST-1e,False
26.0,35.0,42.0,711.0,0.0,0.0,Felice Kramosley,3921_01,Earth,False,E/262/S,TRAPPIST-1e,False
33.0,0.0,0.0,0.0,0.0,0.0,Melica Bardsey,3922_01,Earth,True,G/641/P,PSO J318.5-22,False
18.0,95.0,0.0,0.0,13.0,622.0,Jenne Cofferson,3923_01,Earth,False,F/808/P,TRAPPIST-1e,False
9.0,0.0,0.0,0.0,0.0,0.0,Isaacy Cofferson,3923_02,Earth,True,G/642/P,TRAPPIST-1e,False
0.0,0.0,0.0,0.0,0.0,0.0,Kaye Cofferson,3923_03,Earth,True,G/642/P,55 Cancri e,False
19.0,0.0,47.0,0.0,263.0,384.0,Nance Reenon,3924_01,Earth,False,E/263/S,55 Cancri e,False
18.0,716.0,458.07720329024676,0.0,0.0,0.0,Wine Fowlesterez,3926_01,Earth,False,F/810/P,TRAPPIST-1e,False
38.0,55.0,1258.0,0.0,650.0,10786.0,Skyrmak Tionstious,3927_01,Europa,False,C/142/S,55 Cancri e,False
42.0,0.0,1249.0,0.0,1313.0,1148.0,Alar Tionstious,3927_02,Europa,False,C/142/S,55 Cancri e,False
28.0,3.0,1300.0,0.0,1250.0,1148.0,Anchird Witeronfus,3928_01,Europa,False,E/264/S,missing,False
37.0,0.0,0.0,0.0,0.0,0.0,Alrak Witeronfus,3928_02,Europa,True,E/264/S,55 Cancri e,False
29.0,0.0,0.0,0.0,1819.0,1.0,Dell Mcguirez,3930_01,Earth,False,F/740/S,55 Cancri e,False
42.0,0.0,218.0,0.0,481.0,2.0,Denis Sandry,3931_01,Earth,False,F/811/P,55 Cancri e,False
18.0,659.0,0.0,2316.0,0.0,23.0,Cint Vlate,3932_01,Mars,False,E/265/S,TRAPPIST-1e,False
34.0,2.0,0.0,805.0,29.0,0.0,Fal Vlate,3932_02,Mars,False,D/129/S,55 Cancri e,False
34.0,0.0,0.0,0.0,0.0,0.0,Gileen Coleyanglas,3933_01,Earth,True,G/642/S,55 Cancri e,False
18.0,0.0,0.0,0.0,0.0,0.0,Walla Mccarveymon,3935_01,Earth,True,G/643/S,PSO J318.5-22,False
24.0,3537.0,0.0,0.0,0.0,0.0,Carley Sancasey,3936_01,Earth,False,G/644/S,TRAPPIST-1e,False
24.0,45.0,588.0,5.0,7.0,0.0,Vanie Rossey,3937_01,Earth,False,F/742/S,TRAPPIST-1e,False
56.0,0.0,0.0,0.0,0.0,0.0,missing,3938_01,Mars,True,F/743/S,missing,False
2.0,0.0,0.0,0.0,0.0,0.0,Dies Flité,3938_02,Mars,True,F/743/S,TRAPPIST-1e,False
12.0,0.0,0.0,0.0,0.0,0.0,Gut Flité,3938_03,Mars,True,F/743/S,TRAPPIST-1e,False
37.0,772.0,0.0,840.0,1.0,5.0,Eriana Alberts,3939_01,Earth,False,E/237/P,TRAPPIST-1e,False
60.0,2739.0,0.0,0.0,0.0,0.0,Trisp Apie,3940_01,Mars,False,D/132/P,TRAPPIST-1e,True
55.0,0.0,0.0,0.0,0.0,0.0,Adanne Mejiaddox,3941_01,Earth,True,G/643/P,TRAPPIST-1e,False
20.0,0.0,0.0,0.0,0.0,0.0,Floyde Grahangory,3942_01,Earth,True,G/645/S,PSO J318.5-22,False
28.0,629.0,0.0,659.0,607.0,0.0,Crin Stike,3944_01,Mars,False,F/745/S,TRAPPIST-1e,False
28.0,0.0,0.0,0.0,0.0,0.0,Ivanne Lambles,3945_01,Earth,True,G/644/P,TRAPPIST-1e,False
37.0,14.0,0.0,91.0,1203.0,0.0,Lles Parta,3946_01,Mars,False,F/812/P,TRAPPIST-1e,False
18.0,325.0,0.0,477.0,50.0,5.0,Erick Castron,3948_01,Earth,False,F/814/P,TRAPPIST-1e,False
14.0,781.0,0.0,1.0,4.0,1.0,Denis Burraymons,3949_01,Earth,False,E/238/P,TRAPPIST-1e,False
29.0,3478.0,11153.0,15.0,203.0,15.0,Mirara Steary,3950_01,Europa,False,C/143/S,TRAPPIST-1e,False
51.0,0.0,0.0,0.0,544.0,12.0,Earlie Rodricker,3952_01,Earth,False,F/746/S,TRAPPIST-1e,False
45.0,0.0,0.0,0.0,0.0,0.0,Arlen Blacks,3954_01,Earth,True,G/647/S,TRAPPIST-1e,False
45.0,0.0,0.0,0.0,0.0,0.0,Morrie Gamberson,3955_01,Earth,True,G/648/S,TRAPPIST-1e,False
41.0,1144.0,12.0,14.0,22.0,0.0,Bun Sau,3958_01,Mars,False,F/747/S,TRAPPIST-1e,False
21.0,0.0,80.0,255.0,0.0,5190.0,Leahy Sullones,3959_01,Earth,False,G/646/P,TRAPPIST-1e,False
28.0,653.0,0.0,0.0,0.0,20.0,Elanie Sullones,3959_02,Earth,False,F/817/P,TRAPPIST-1e,False
0.0,0.0,0.0,0.0,0.0,0.0,Maya Sullones,3959_03,Earth,True,G/646/P,55 Cancri e,False
46.0,0.0,0.0,0.0,0.0,880.0,Shanie Herreras,3960_01,Earth,False,F/748/S,TRAPPIST-1e,False
41.0,0.0,0.0,0.0,0.0,0.0,Wheals Peake,3961_01,Mars,True,F/749/S,TRAPPIST-1e,False
13.0,0.0,0.0,0.0,0.0,0.0,Hughy Guerson,3962_01,Earth,missing,G/647/P,55 Cancri e,False
55.0,0.0,1203.0,0.0,0.0,446.0,Brance Guerson,3962_02,Earth,False,E/239/P,PSO J318.5-22,False
20.0,0.0,0.0,0.0,0.0,0.0,Cassa Bradlerson,3963_01,Earth,missing,G/648/P,PSO J318.5-22,False
21.0,0.0,0.0,0.0,0.0,0.0,Estina Chanan,3964_01,Earth,True,G/650/S,TRAPPIST-1e,False
49.0,324.0,275.0,0.0,0.0,0.0,Lillia Kerristicey,3966_01,Earth,False,F/818/P,TRAPPIST-1e,False
27.0,0.0,0.0,1020.0,0.0,304.8547912992357,Fanna Kerristicey,3966_02,Earth,False,G/649/P,TRAPPIST-1e,False
0.0,0.0,0.0,0.0,0.0,0.0,Adriet Kerristicey,3966_03,Earth,False,G/649/P,TRAPPIST-1e,False
22.0,886.0,55.0,0.0,0.0,304.8547912992357,Ray Seen,3967_01,Mars,False,F/819/P,TRAPPIST-1e,False
17.0,0.0,0.0,0.0,0.0,0.0,Louisa Briggins,3968_01,Earth,True,G/650/P,TRAPPIST-1e,False
